num;titel;title_no_number;summary;duration;published
556;MBMBaM 555: Come Get a Sack;Come Get a Sack;<p>We’ve heard the news that Yahoo answers will soon be no more, and Griffin has returned from paternity leave to workshop things to fill the void. Things like mandatory joking at the office, forklift operator vigilantes, and cake-on-a-stick dessert. It’s a work in progress.</p><p>Suggested talking points:Rad Face Tats, To Kill a Mocking Turd, Vent Coworker, Margin for Cowboy Murder, The Key to Education</p><p>Support AAPI communities and those affected by anti-Asian violence: https://www.gofundme.com/c/act/stop-aapi-hate </p><p>Support the AAPI Civic Engagement Fund: https://aapifund.org/</p>;3359;2021-04-12 16:00:00+00:00
555;MBMBaM Presents: The New Appalachian Workshop ft. the McElroy Brothers (but not Griffin);MBMBaM Presents: The New Appalachian Workshop ft. the McElroy Brothers (but not Griffin);"<p>With Griffin away on paternity leave, Travis and Justin saw the perfect opportunity to share one of their old projects that never saw the light of day . . . until now. Enjoy the raw audio of their abandoned TV pilot for a show where all your woodworking questions are answered.</p><p>Suggested talking points: Miracle Steps, Grain is the Muscle, Saw Safety, Which Wood Would You Work With if You Could Woodwork Wood</p><p>Support AAPI communities and those affected by anti-Asian violence:</p><p> https://www.gofundme.com/c/act/stop-aapi-hate Support the AAPI Civic Engagement Fund: https://aapifund.org/</p><p>Music in this episode is ""Vivacity"" by Kevin MacLeod. https://incompetech.filmmusic.io/song/4593-vivacity</p>";2927;2021-04-05 17:00:00+00:00
554;MBMBaM 554: Tub Pumpkin;Tub Pumpkin;<p>We’re here to answer all your most pressing questions about Krispy Kreme’s clever secret coffee ingredient and sexy typefaces. We also get into the wet: dolphins, and the dry: accidental arson.</p><p>Suggested talking points: Stucco Rules, Suck it Drywall, Spokesman Shaq, Fire Stop Weekly, Ed Sheeran Ketchup, Pumpkin Mistake Surcharge.</p><p>Support AAPI communities and those affected by anti-Asian violence: https://www.gofundme.com/c/act/stop-aapi-hate</p><p>Support the AAPI Civic Engagement Fund: https://aapifund.org/</p>;3418;2021-03-29 17:00:00+00:00
553;MBMBaM 553: The Planet’s Dying, Pringles;The Planet’s Dying, Pringles;<p>We’ll admit it: Of all the organizations to crack open Pandora’s Box to unleash the secrets of immortality, we did not expect Pringles to make the shortlist. But life has a funny way of working sometimes! Life also has a funny way of prolonging itself infinitely on the surface of a curved potato crisp. </p><p>Suggested talking points: Spring Cleaning, Baby Catching, Super Duper Bowl, PZZLR, A Master Chief Burger with Cortana Sauce, Getting Rid of Time, Forgotten Secrets </p><p>Support AAPI communities and those affected by anti-Asian violence: https://www.gofundme.com/c/act/stop-aapi-hate </p><p>Support the AAPI Civic Engagement Fund: https://aapifund.org/</p>;3327;2021-03-22 16:00:00+00:00
552;MBMBaM 552: Introducing Fredo Cooljazz;Introducing Fredo Cooljazz;<p>The time has come for the greatest reveal the Earth has ever known. It’s time for you to hear the new MBMBaM Theme. Also, the rest of the episode is pretty good too. Like, top 200 at least. (Feat. Special Guestpert: Montaigne!)</p><p>Talking Points: Loose Cannon Service Horse, Tighten Up the Algorithms, The DadLord, The Chicken War Continues, The Good Sheet, Montaigne Has (A Little) Hair</p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;4093;2021-03-15 17:00:00+00:00
551;MBMBaM 551: Non-Euclidian Meat Cone;Non-Euclidian Meat Cone;"<p>We finally did it, folks! All the pop culture reboots from 20 years ago we never really wanted are finally coming into being! And we’ve erased the stigmas of sex-related injuries and of giving food to people who need it! Nice job. </p><p>Suggested Talking Points: Disney Discretion, Banished Bugs, Forbidden Lombada, Break Room Bull, Frasier 2000, The French McElroy Brother</p><p>Ways to support Black Lives Matter and find anti-racism resources: <a href=""https://linktr.ee/blacklivesmatter"">https://linktr.ee/blacklivesmatter</a></p>";3515;2021-03-08 18:00:00+00:00
550;MBMBaM 550: The Spider-Man Truth;The Spider-Man Truth;<p>This week, Justin passes judgement on Travis's intro privileges. More importantly though, Justin has a new tool that is finally going to make the show good!</p><p><br />Suggested Talking Points: The Dirty Side of the Shirt, What the Heck?!, Cougar Announcements, The Science Isn't In!</p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;3534;2021-03-02 17:00:00+00:00
549;MBMBaM 549: Bros Better, Bros Best, Ch. 153-169;Bros Better, Bros Best, Ch. 153-169;<p>Because of storms and power outages we weren’t able to record last week, so it’s time to once again turn to the past for a Best Of episode. If you’re in the market for a crash course in Farm Wisdom, your time has come.</p><p>Suggested talking points: Farm Wisdom, Sheryl Psy, Dad’s All That, Small Mysteries, Jawbreaker, Racehorse Witchcraft, Kissing Experiments, Stealing Sunsets, Plosives, Horse Emotions, Toilet Paper Wallet , High School 2, Larry's Fiesta Party on the House, Swords Myths</p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;3765;2021-02-22 17:40:00+00:00
548;MBMBaM 548: Jeans All The Way Down;Jeans All The Way Down;<p>Description: Have you ever eaten a chili so good that it rips your family apart? Just kidding, it's only a song! We also go deep into exploring the mouth as well as butt advertising. It's a very troubling episode.</p><p> Suggested Talking Points: Chili Songs, World's Best [BLANK], The Chicken Bud, Kick My Jeans Joseph Gordon-Levitt! </p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter <br /> </p>;3575;2021-02-15 18:00:00+00:00
547;MBMBaM 547: Chili Wonka;Chili Wonka;"<p>A decision for the ages arrives with little fanfare. A benign Yahoo Answer spawns a flashpoint that will divide and define a generation. The bath is now soup; this much is unavoidable. What you do with this revelation is entirely in your hands. </p><p>Suggested talking points: McElbucks, A Light Dusting of Power Tool Talk, Dad’s Sad Jams, Watch the Arches, It’s Really a Kadoozie (feat. special guestpert Krystina Arielle), Soup Bath </p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter <br /> </p>";3872;2021-02-08 19:00:00+00:00
546;MBMBaM 546: A Force Sandwich with Lightsaber Sauce;A Force Sandwich with Lightsaber Sauce;<p>We got secrets! Lots of kinds of secrets. Movie secrets. Food secrets! Outer space secrets. You’re invited to listen in as we divulge these secrets, provided you tell NOBODY about what you learn today. </p><p>Suggested talking points: Crash Bandicoot Market, Arby’s Walk-in, Matt Damon’s Dookie Potatoes, Jammers, Tuna Mysteries, Star Wars Improvisation </p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;3631;2021-02-01 21:00:00+00:00
545;MBMBaM 545: Blood is Thicker than the Bun;Blood is Thicker than the Bun;"<p>Even for us, this episode contains a lot of fast food discussion. Who’s got the good salad? What’s the casualty count in the chicken sandwich wars? Most importantly: How does one turn an abandoned Taco Bell into a loving home? </p><p>Suggested talking points: Professor Cabbage, Escape Room Conduit, Think Inside the Blood, Wendy’s Widow, The President of Boston, Clean Scrabble </p><p>Ways to support Black Lives Matter and find anti-racism resources: <a href=""https://linktr.ee/blacklivesmatter"">https://linktr.ee/blacklivesmatter</a></p>";3639;2021-01-25 17:00:00+00:00
544;MBMBaM 544: Quantum Cheez-Its;Quantum Cheez-Its;"<p>We realize it’s going to be a while before we’re all out and about, attending hip dinner parties with our fashionable pals. Still, it’s always good to refresh yourself on basic party etiquette, like how to provide a Cheez-It experience that won’t shatter the host’s perception of reality. </p><p>Suggested talking points: Reggie Notes, Mystery Can, The Hiding Crop, Papa King, The Opposite of Bread </p><p>Ways to support Black Lives Matter and find anti-racism resources: <a href=""https://linktr.ee/blacklivesmatter"">https://linktr.ee/blacklivesmatter</a></p>";2915;2021-01-18 18:00:00+00:00
543;MBMBaM 543: Charles Equality Cheese;Charles Equality Cheese;"<p>Oh my god what a week. But we're here to sooth your spirits by finding out what national pizza chains have been tweeting about, and also to figure out for ourselves what mood we're going for.</p><p>Suggested talking points: Ted Cruz Christmas Carol, Viking Slumber, Cactus Bread, Rent-A-Child.</p><p>To call your representatives and get stuff done: <a href=""https://5calls.org/"" target=""_blank"">5calls.org</a></p><p>Ways to support Black Lives Matter and find anti-racism resources:<a target=""_blank""> https://linktr.ee/blacklivesmatter</a></p>";3437;2021-01-13 00:45:29+00:00
542;MBMBaM 542: The Naming of 2021;The Naming of 2021;<p>You were warned that this would be the contents of this episode, and we ALWAYS follow through on our threats. Join us as we choose a mantra and a direction for the new calendar year, and then at the last second throw that mantra and direction in the toilet in exchange for a new one that doesn’t make any sense in the slightest.    </p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;3867;2021-01-04 18:00:00+00:00
541;MBMBaM 541: Angels in the Ragnarok;Angels in the Ragnarok;"<p>So long, stink year! While we’re not quite ready to provide a sagacious tagline for 2021, we’re more than ready to send off this one with a thorough look back. And also a look forward, and kind of to the side, and also downward. We’re looking all over in this one. Stay frosty. </p><p>Suggested talking points: Big Moments in Entertainment, Love Actually Actually, Margen, Scoreless Basketball, Munch Montage, Aunt Rhonda’s Bean Bean Casserole.</p><p>Ways to support Black Lives Matter and find anti-racism resources: <a href=""https://linktr.ee/blacklivesmatter"">https://linktr.ee/blacklivesmatter</a></p>";3360;2020-12-28 17:00:00+00:00
540;MBMBaM 540: Bubblestar Metallica;Bubblestar Metallica;<p>It’s Candlenights, we think! We already did ONE Candlenights spectacular for you, but because y’all have been extra good this year, here’s another one! I mean, it’s maybe not “spectacular” as much as it is a regular episode without cussing, but still.</p><p>Suggested talking points: Little Jumble, Dear Christmas, Salmon Blasters, Cooltown Texas, Haunted Slime Bag, Dikembe Mutumbowl</p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;3417;2020-12-21 18:00:00+00:00
539;MBMBaM 539: Quantum Beef;Quantum Beef;<p>When is beef considered beef and also <i>not beef</i>? To answer that, it’s important you possess a cursory understanding of the many-worlds theory and quantum entanglement — things that we, three super smart guys, totally know about. Now, let’s BURY THAT MEAT.</p><p>Suggested talking points: Bumbles Bounce, Caricature Staredown, Hot Horsey Sauce, Root Beer Revolution, Mr. Wizard’s Meat Secrets, Grinchburgers, Schittpocalypse</p><p> Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;3498;2020-12-14 19:00:00+00:00
538;MBMBaM 538: Shoegaze Mopeytones;Shoegaze Mopeytones;<p>This week’s episode is chock-full of breaking news alerts, most of which send us spiraling hornily into homemade Home Improvement erotic fiction. I swear to God I’ve written this exact description for an episode before. What is wrong with us?</p><p>Suggested talking points: Tim on Tim, Fog Machine Hacks, Time on the Clock, Fiction Family, KFC Slater, Psychic Doughnuts  </p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;3311;2020-12-08 18:00:00+00:00
537;MBMBaM 537: Bros Better, Bros Best, Ch. 134 - 152;Bros Better, Bros Best, Ch. 134 - 152;<p>We weren’t able to record last week, so we dipped back into the Best Of well for the first time in a few years. Hop on in the Time Boat and join us as we travel back to a MUCH simpler time. Oh, you simple  2013 boys. If only you knew.</p><p>Suggested talking points: Tim Curry Ice Cream Truck, Justin’s Cat Bathroom, Taken Babies, Machete Proverbs, Andre the Giant Seduction, Dan the Man with the Flan Plan, Mickey Roarke Memoriam Pranks, No Thank You My Bank, Kickstart My Horse, The Legend of Corn Cob Boy, Tim McGraw’s Krav McGraw, Terminator’s Cyble, The Devastator XXXL, Orb is Horse, Rattata Frittata</p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;3379;2020-11-30 17:00:00+00:00
536;MBMBaM 536: Ratashootie;Ratashootie;<p>I guess we’re on that Christmas Creep? I dunno, seems early to us, but we don’t really have much control over the timing.</p><p>Suggested talking points: Ebeneezer Christmas, Mail Soup, Mrs. Claus, Whoopsie Cheese, Bookervision, Bite Whales, Delicious Drugs Bars</p><p>Ways to support Black Lives Matter and find anti-racism resources: https://linktr.ee/blacklivesmatter</p>;3344;2020-11-24 17:00:00+00:00
